# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 370         5.377       51.451      22.60       Eindhoven   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   HH,    T,   DR,   RH
  370,20240918,    3,  135,    0,    0
  370,20240918,    4,  134,    0,    0
  370,20240918,    5,  140,    0,    0
  370,20240918,    6,  141,    0,    0
  370,20240918,    7,  141,    0,    0
  370,20240918,    8,  147,    0,    0
  370,20240918,    9,  152,    0,    0
  370,20240918,   10,  165,    0,    0
  370,20240918,   11,  184,    0,    0
  370,20240918,   12,  195,    0,    0
  370,20240918,   13,  217,    0,    0
  370,20240918,   14,  225,    0,    0
  370,20240918,   15,  223,    0,    0
  370,20240918,   16,  218,    0,    0
  370,20240918,   17,  204,    0,    0
  370,20240918,   18,  192,    0,    0
  370,20240918,   19,  185,    0,    0
  370,20240918,   20,  180,    0,    0
  370,20240918,   21,  177,    0,    0
  370,20240918,   22,  172,    0,    0
  370,20240918,   23,  168,    0,    0
  370,20240918,   24,  163,    0,    0
  370,20240919,    1,  156,    0,    0
  370,20240919,    2,  153,    0,    0
  370,20240919,    3,  147,    0,    0
  370,20240919,    4,  144,    0,    0
  370,20240919,    5,  147,    0,    0
  370,20240919,    6,  150,    0,    0
  370,20240919,    7,  162,    0,    0
  370,20240919,    8,  177,    0,    0
  370,20240919,    9,  188,    0,    0
  370,20240919,   10,  201,    0,    0
  370,20240919,   11,  217,    0,    0
  370,20240919,   12,  226,    0,    0
  370,20240919,   13,  229,    0,    0
  370,20240919,   14,  234,    0,    0
  370,20240919,   15,  234,    0,    0
  370,20240919,   16,  218,    0,    0
  370,20240919,   17,  203,    0,    0
  370,20240919,   18,  188,    0,    0
  370,20240919,   19,  175,    0,    0
  370,20240919,   20,  166,    0,    0
  370,20240919,   21,  160,    0,    0
  370,20240919,   22,  156,    0,    0
  370,20240919,   23,  151,    0,    0
  370,20240919,   24,  149,    0,    0
  370,20240920,    1,  151,    0,    0
  370,20240920,    2,  146,    0,    0
  370,20240920,    3,  141,    0,    0
  370,20240920,    4,  134,    0,    0
  370,20240920,    5,  133,    0,    0
  370,20240920,    6,  136,    0,    0
  370,20240920,    7,  147,    0,    0
  370,20240920,    8,  165,    0,    0
  370,20240920,    9,  180,    0,    0
  370,20240920,   10,  198,    0,    0
  370,20240920,   11,  214,    0,    0
  370,20240920,   12,  224,    0,    0
  370,20240920,   13,  230,    0,    0
  370,20240920,   14,  236,    0,    0
  370,20240920,   15,  235,    0,    0
  370,20240920,   16,  228,    0,    0
  370,20240920,   17,  215,    0,    0
  370,20240920,   18,  200,    0,    0
  370,20240920,   19,  188,    0,    0
  370,20240920,   20,  181,    0,    0
  370,20240920,   21,  173,    0,    0
  370,20240920,   22,  169,    0,    0
  370,20240920,   23,  158,    0,    0
  370,20240920,   24,  151,    0,    0
  370,20240921,    1,  134,    0,    0
  370,20240921,    2,  139,    0,    0
  370,20240921,    3,  125,    0,    0
  370,20240921,    4,  131,    0,    0
  370,20240921,    5,  107,    0,    0
  370,20240921,    6,  111,    0,    0
  370,20240921,    7,  152,    0,    0
  370,20240921,    8,  176,    0,    0
  370,20240921,    9,  200,    0,    0
  370,20240921,   10,  214,    0,    0
  370,20240921,   11,  225,    0,    0
  370,20240921,   12,  241,    0,    0
  370,20240921,   13,  247,    0,    0
  370,20240921,   14,  248,    0,    0
  370,20240921,   15,  247,    0,    0
  370,20240921,   16,  245,    0,    0
  370,20240921,   17,  228,    0,    0
  370,20240921,   18,  200,    0,    0
  370,20240921,   19,  176,    0,    0
  370,20240921,   20,  158,    0,    0
  370,20240921,   21,  168,    0,    0
  370,20240921,   22,  138,    0,    0
  370,20240921,   23,  158,    0,    0
  370,20240921,   24,  143,    0,    0
  370,20240922,    1,  132,    0,    0
  370,20240922,    2,  128,    0,    0
  370,20240922,    3,  124,    0,    0
  370,20240922,    4,  123,    0,    0
  370,20240922,    5,  112,    0,    0
  370,20240922,    6,  121,    0,    0
  370,20240922,    7,  157,    0,    0
  370,20240922,    8,  196,    0,    0
  370,20240922,    9,  217,    0,    0
  370,20240922,   10,  234,    0,    0
  370,20240922,   11,  240,    0,    0
  370,20240922,   12,  237,    0,    0
  370,20240922,   13,  231,    0,    0
  370,20240922,   14,  229,    0,   -1
  370,20240922,   15,  223,    0,    0
  370,20240922,   16,  217,    0,    0
  370,20240922,   17,  194,    0,   -1
  370,20240922,   18,  194,    0,    0
  370,20240922,   19,  174,    0,    0
  370,20240922,   20,  171,    0,   -1
  370,20240922,   21,  173,    0,   -1
  370,20240922,   22,  171,    6,    6
  370,20240922,   23,  159,    0,    0
  370,20240922,   24,  149,    0,    0
  370,20240923,    1,  167,    0,    0
  370,20240923,    2,  166,    0,    0
  370,20240923,    3,  162,    0,    0
  370,20240923,    4,  165,    0,    0
  370,20240923,    5,  163,    0,    0
  370,20240923,    6,  162,    0,    0
  370,20240923,    7,  174,    0,    0
  370,20240923,    8,  184,    0,    0
  370,20240923,    9,  183,    0,    0
  370,20240923,   10,  191,    0,    0
  370,20240923,   11,  200,    0,    0
  370,20240923,   12,  194,    0,    0
  370,20240923,   13,  209,    0,    0
  370,20240923,   14,  215,    0,    0
  370,20240923,   15,  212,    0,    0
  370,20240923,   16,  203,    0,    0
  370,20240923,   17,  181,    0,    0
  370,20240923,   18,  172,    0,    0
  370,20240923,   19,  154,    0,    0
  370,20240923,   20,  128,    0,    0
  370,20240923,   21,  119,    0,    0
  370,20240923,   22,  119,    0,    0
  370,20240923,   23,  129,    0,    0
  370,20240923,   24,  124,    0,    0
  370,20240924,    1,  128,    0,    0
  370,20240924,    2,  127,    0,    0
  370,20240924,    3,  120,    0,    0
  370,20240924,    4,  116,    0,    0
  370,20240924,    5,  124,    0,    0
  370,20240924,    6,  128,    0,    0
  370,20240924,    7,  140,    0,    0
  370,20240924,    8,  147,    0,    0
  370,20240924,    9,  162,    0,    0
  370,20240924,   10,  170,    0,    0
  370,20240924,   11,  184,    0,    0
  370,20240924,   12,  192,    0,    0
  370,20240924,   13,  192,    0,    0
  370,20240924,   14,  184,    0,    0
  370,20240924,   15,  182,    0,    0
  370,20240924,   16,  169,    3,    1
  370,20240924,   17,  155,    8,   64
  370,20240924,   18,  154,    0,    0
  370,20240924,   19,  147,    0,    0
  370,20240924,   20,  145,    0,    0
  370,20240924,   21,  140,    0,    0
  370,20240924,   22,  140,    0,    0
  370,20240924,   23,  140,    0,    0
  370,20240924,   24,  141,    0,   -1
  370,20240925,    1,  140,    0,    0
  370,20240925,    2,  141,    0,    0
  370,20240925,    3,  141,    0,    0
  370,20240925,    4,  141,    0,    0
  370,20240925,    5,  138,    0,    0
  370,20240925,    6,  134,    5,    3
  370,20240925,    7,  136,    0,   -1
  370,20240925,    8,  140,    0,   -1
  370,20240925,    9,  147,    4,    2
  370,20240925,   10,  149,    0,   -1
  370,20240925,   11,  154,    0,   -1
  370,20240925,   12,  153,    2,    1
  370,20240925,   13,  171,    0,   -1
  370,20240925,   14,  185,    0,    0
  370,20240925,   15,  182,    0,    0
  370,20240925,   16,  173,    0,    0
  370,20240925,   17,  160,    0,    0
  370,20240925,   18,  153,    0,    0
  370,20240925,   19,  151,    0,    0
  370,20240925,   20,  148,    0,    0
  370,20240925,   21,  140,    4,    2
  370,20240925,   22,  140,   10,    9
  370,20240925,   23,  141,   10,   21
  370,20240925,   24,  140,   10,   27
  370,20240926,    1,  144,   10,   28
  370,20240926,    2,  147,    9,   24
  370,20240926,    3,  150,    5,    1
  370,20240926,    4,  151,    6,    1
  370,20240926,    5,  151,    0,   -1
  370,20240926,    6,  152,    0,    0
  370,20240926,    7,  153,    0,    0
  370,20240926,    8,  160,    0,    0
  370,20240926,    9,  163,    0,    0
  370,20240926,   10,  162,    0,    0
  370,20240926,   11,  174,    0,    0
  370,20240926,   12,  192,    0,    0
  370,20240926,   13,  195,    0,    0
  370,20240926,   14,  189,    0,   -1
  370,20240926,   15,  177,    0,   -1
  370,20240926,   16,  175,    0,   -1
  370,20240926,   17,  168,    0,   -1
  370,20240926,   18,  155,    3,    6
  370,20240926,   19,  128,    8,   32
  370,20240926,   20,  138,    0,   -1
  370,20240926,   21,  141,    0,   -1
  370,20240926,   22,  144,    0,    0
  370,20240926,   23,  142,    0,    0
  370,20240926,   24,  139,    0,    0
  370,20240927,    1,  141,    0,    0
  370,20240927,    2,  135,    0,    0
  370,20240927,    3,  128,    0,    0
  370,20240927,    4,  127,    0,    0
  370,20240927,    5,  125,    0,    0
  370,20240927,    6,  126,    0,    0
  370,20240927,    7,  128,    0,    0
  370,20240927,    8,  136,    0,    0
  370,20240927,    9,  142,    0,    0
  370,20240927,   10,  150,    0,    0
  370,20240927,   11,  147,    0,    0
  370,20240927,   12,  146,    0,    0
  370,20240927,   13,  149,    0,    0
  370,20240927,   14,  133,    2,    1
  370,20240927,   15,  120,   10,   18
  370,20240927,   16,  120,   10,   17
  370,20240927,   17,  120,    7,    4
  370,20240927,   18,  120,    5,    1
  370,20240927,   19,  119,    0,   -1
  370,20240927,   20,  114,    0,    0
  370,20240927,   21,  106,    0,    0
  370,20240927,   22,  100,    0,    0
  370,20240927,   23,   98,    0,    0
  370,20240927,   24,  102,    0,   -1
  370,20240928,    1,   93,    0,   -1
  370,20240928,    2,   82,    0,    0
  370,20240928,    3,   87,    0,   -1
  370,20240928,    4,   82,    0,   -1
  370,20240928,    5,   82,    3,    3
  370,20240928,    6,   88,    3,    3
  370,20240928,    7,   92,    0,   -1
  370,20240928,    8,  107,    1,    1
  370,20240928,    9,  113,    2,    1
  370,20240928,   10,  126,    0,   -1
  370,20240928,   11,  138,    1,    3
  370,20240928,   12,  120,    2,    4
  370,20240928,   13,  139,    0,    0
  370,20240928,   14,  119,    4,   13
  370,20240928,   15,  119,    3,   10
  370,20240928,   16,  106,    2,   11
  370,20240928,   17,  108,    1,    1
  370,20240928,   18,   91,    0,    0
  370,20240928,   19,   91,    0,    0
  370,20240928,   20,   90,    0,    0
  370,20240928,   21,   82,    0,    0
  370,20240928,   22,   98,    0,    0
  370,20240928,   23,   77,    0,   -1
  370,20240928,   24,   66,    0,    0
  370,20240929,    1,   52,    0,    0
  370,20240929,    2,   52,    0,    0
  370,20240929,    3,   37,    0,    0
  370,20240929,    4,   37,    0,    0
  370,20240929,    5,   42,    0,    0
  370,20240929,    6,   41,    0,    0
  370,20240929,    7,   58,    0,    0
  370,20240929,    8,   97,    0,    0
  370,20240929,    9,  118,    0,    0
  370,20240929,   10,  131,    0,    0
  370,20240929,   11,  137,    0,    0
  370,20240929,   12,  135,    0,    0
  370,20240929,   13,  137,    0,    0
  370,20240929,   14,  138,    0,    0
  370,20240929,   15,  138,    0,    0
  370,20240929,   16,  137,    0,    0
  370,20240929,   17,  128,    0,    0
  370,20240929,   18,  114,    0,    0
  370,20240929,   19,  105,    0,    0
  370,20240929,   20,  103,    0,    0
  370,20240929,   21,   94,    0,    0
  370,20240929,   22,   95,    0,    0
  370,20240929,   23,   94,    0,    0
  370,20240929,   24,   88,    0,    0
  370,20240930,    1,   87,    0,    0
  370,20240930,    2,   89,    0,    0
  370,20240930,    3,   89,    0,    0
  370,20240930,    4,   94,    0,    0
  370,20240930,    5,   95,    0,    0
  370,20240930,    6,  102,    0,    0
  370,20240930,    7,  108,    0,    0
  370,20240930,    8,  115,    0,    0
  370,20240930,    9,  126,    0,    0
  370,20240930,   10,  125,    0,   -1
  370,20240930,   11,  120,    8,    4
  370,20240930,   12,  126,   10,   23
  370,20240930,   13,  133,   10,    7
  370,20240930,   14,  143,    6,    3
  370,20240930,   15,  150,    0,   -1
  370,20240930,   16,  154,    3,    1
  370,20240930,   17,  152,    4,    2
  370,20240930,   18,  149,    3,    5
  370,20240930,   19,  147,    6,   10
  370,20240930,   20,  147,    0,   -1
  370,20240930,   21,  149,    0,    0
  370,20240930,   22,  142,    0,   -1
  370,20240930,   23,  141,    0,    0
  370,20240930,   24,  136,    1,    1
  370,20241001,    1,  135,    0,   -1
  370,20241001,    2,  134,    0,   -1
  370,20241001,    3,  132,    2,    2
  370,20241001,    4,  127,    0,   -1
  370,20241001,    5,  119,   10,    5
  370,20241001,    6,  119,    4,    1
  370,20241001,    7,  121,    5,    1
  370,20241001,    8,  127,    0,    0
  370,20241001,    9,  133,    0,    0
  370,20241001,   10,  136,    0,    0
  370,20241001,   11,  145,    0,    0
  370,20241001,   12,  149,    0,    0
  370,20241001,   13,  145,    0,    0
  370,20241001,   14,  149,    0,    0
  370,20241001,   15,  155,    0,    0
  370,20241001,   16,  145,    0,    0
  370,20241001,   17,  138,    0,    0
  370,20241001,   18,  132,    0,    0
  370,20241001,   19,  116,    0,    0
  370,20241001,   20,  102,    0,    0
  370,20241001,   21,  106,    0,    0
  370,20241001,   22,  106,    0,    0
  370,20241001,   23,   94,    0,    0
  370,20241001,   24,   93,    0,    0
  370,20241002,    1,   84,    0,    0
  370,20241002,    2,   71,    0,    0
  370,20241002,    3,   65,    0,    0
  370,20241002,    4,   70,    0,    0
  370,20241002,    5,   66,    0,    0
  370,20241002,    6,   74,    0,    0
  370,20241002,    7,   93,    0,    0
  370,20241002,    8,  106,    0,    0
  370,20241002,    9,  118,    0,   -1
  370,20241002,   10,  114,    4,   14
  370,20241002,   11,  117,    0,    0
  370,20241002,   12,  117,    0,    0
  370,20241002,   13,  118,    0,    0
  370,20241002,   14,  116,    0,    0
  370,20241002,   15,  115,    0,    0
  370,20241002,   16,  108,    0,   -1
  370,20241002,   17,  106,    6,    1
  370,20241002,   18,  107,    0,    0
  370,20241002,   19,  107,    0,    0
  370,20241002,   20,  107,    0,    0
  370,20241002,   21,  105,    0,    0
  370,20241002,   22,  101,    0,    0
  370,20241002,   23,   74,    0,    0
  370,20241002,   24,   80,    0,    0
  370,20241003,    1,   71,    0,    0
  370,20241003,    2,   53,    0,    0
  370,20241003,    3,   64,    0,    0
  370,20241003,    4,   57,    0,    0
  370,20241003,    5,   54,    0,    0
  370,20241003,    6,   50,    0,    0
  370,20241003,    7,   73,    0,    0
  370,20241003,    8,   99,    0,    0
  370,20241003,    9,  115,    0,    0
  370,20241003,   10,  131,    0,    0
  370,20241003,   11,  140,    0,    0
  370,20241003,   12,  142,    0,    0
  370,20241003,   13,  138,    0,    0
  370,20241003,   14,  136,    0,    0
  370,20241003,   15,  139,    0,    0
  370,20241003,   16,  128,    0,    0
  370,20241003,   17,  108,    0,    0
  370,20241003,   18,   74,    0,    0
  370,20241003,   19,   81,    0,    0
  370,20241003,   20,   98,    0,    0
  370,20241003,   21,   85,    0,    0
  370,20241003,   22,   83,    0,    0
  370,20241003,   23,   65,    0,    0
  370,20241003,   24,   48,    0,    0
  370,20241004,    1,   44,    0,    0
  370,20241004,    2,   39,    0,    0
  370,20241004,    3,   29,    0,    0
  370,20241004,    4,   28,    0,    0
  370,20241004,    5,   23,    0,    0
  370,20241004,    6,   18,    0,    0
  370,20241004,    7,   45,    0,    0
  370,20241004,    8,   81,    0,    0
  370,20241004,    9,  114,    0,    0
  370,20241004,   10,  129,    0,    0
  370,20241004,   11,  142,    0,    0
  370,20241004,   12,  151,    0,    0
  370,20241004,   13,  154,    0,    0
  370,20241004,   14,  152,    0,    0
  370,20241004,   15,  139,    0,    0
  370,20241004,   16,  145,    0,    0
  370,20241004,   17,  117,    0,    0
  370,20241004,   18,   82,    0,    0
  370,20241004,   19,   67,    0,    0
  370,20241004,   20,   58,    0,    0
  370,20241004,   21,   46,    0,    0
  370,20241004,   22,   41,    0,    0
  370,20241004,   23,   36,    0,    0
  370,20241004,   24,   31,    0,    0
  370,20241005,    1,   25,    0,    0
  370,20241005,    2,   19,    0,    0
  370,20241005,    3,   16,    0,    0
  370,20241005,    4,   22,    0,    0
  370,20241005,    5,   19,    0,    0
  370,20241005,    6,   12,    0,    0
  370,20241005,    7,   40,    0,    0
  370,20241005,    8,   85,    0,    0
  370,20241005,    9,  115,    0,    0
  370,20241005,   10,  140,    0,    0
  370,20241005,   11,  147,    0,    0
  370,20241005,   12,  154,    0,    0
  370,20241005,   13,  161,    0,    0
  370,20241005,   14,  160,    0,    0
  370,20241005,   15,  156,    0,    0
  370,20241005,   16,  149,    0,    0
  370,20241005,   17,  130,    0,    0
  370,20241005,   18,  103,    0,    0
  370,20241005,   19,   76,    0,    0
  370,20241005,   20,   89,    0,    0
  370,20241005,   21,  100,    0,    0
  370,20241005,   22,   89,    0,    0
  370,20241005,   23,   81,    0,    0
  370,20241005,   24,   78,    0,    0
  370,20241006,    1,   70,    0,    0
  370,20241006,    2,   68,    0,    0
  370,20241006,    3,   68,    0,    0
  370,20241006,    4,   66,    0,    0
  370,20241006,    5,   65,    0,    0
  370,20241006,    6,   65,    0,    0
  370,20241006,    7,   76,    0,    0
  370,20241006,    8,   84,    0,    0
  370,20241006,    9,  108,    0,    0
  370,20241006,   10,  118,    0,    0
  370,20241006,   11,  128,    0,    0
  370,20241006,   12,  143,    0,    0
  370,20241006,   13,  147,    0,    0
  370,20241006,   14,  149,    0,    0
  370,20241006,   15,  157,    0,    0
  370,20241006,   16,  153,    0,    0
  370,20241006,   17,  145,    0,    0
  370,20241006,   18,  144,    0,    0
  370,20241006,   19,  145,    0,    0
  370,20241006,   20,  135,    0,   -1
  370,20241006,   21,  138,    0,   -1
  370,20241006,   22,  140,    0,    0
  370,20241006,   23,  140,    0,    0
  370,20241006,   24,  139,    0,   -1
  370,20241007,    1,  142,    0,    0
  370,20241007,    2,  155,    0,    0
  370,20241007,    3,  153,    0,    0
  370,20241007,    4,  149,    0,    0
  370,20241007,    5,  146,    0,    0
  370,20241007,    6,  137,    0,    0
  370,20241007,    7,  130,    0,    0
  370,20241007,    8,  156,    0,    0
  370,20241007,    9,  172,    0,    0
  370,20241007,   10,  183,    0,    0
  370,20241007,   11,  192,    0,    0
  370,20241007,   12,  185,    0,    0
  370,20241007,   13,  190,    0,    0
  370,20241007,   14,  194,    0,    0
  370,20241007,   15,  182,    0,    0
  370,20241007,   16,  175,    0,    0
  370,20241007,   17,  167,    0,    0
  370,20241007,   18,  161,    0,   -1
  370,20241007,   19,  164,    0,   -1
  370,20241007,   20,  159,    0,    0
  370,20241007,   21,  160,    0,   -1
  370,20241007,   22,  146,   10,   42
  370,20241007,   23,  150,    1,    1
  370,20241007,   24,  150,    0,   -1
  370,20241008,    1,  153,    3,    1
  370,20241008,    2,  156,    0,    0
  370,20241008,    3,  161,    0,    0
  370,20241008,    4,  162,    0,    0
  370,20241008,    5,  158,    0,    0
  370,20241008,    6,  152,    0,    0
  370,20241008,    7,  151,    0,    0
  370,20241008,    8,  152,    0,    0
  370,20241008,    9,  168,    0,    0
  370,20241008,   10,  171,    0,    0
  370,20241008,   11,  184,    0,    0
  370,20241008,   12,  184,    0,    0
  370,20241008,   13,  183,    0,    0
  370,20241008,   14,  181,    0,    0
  370,20241008,   15,  184,    0,    0
  370,20241008,   16,  176,    0,    0
  370,20241008,   17,  164,    0,   -1
  370,20241008,   18,  157,    0,    0
  370,20241008,   19,  149,    0,    0
  370,20241008,   20,  143,    0,    0
  370,20241008,   21,  141,    0,    0
  370,20241008,   22,  142,    0,    0
  370,20241008,   23,  145,    0,    0
  370,20241008,   24,  143,    0,    0
  370,20241009,    1,  139,    0,    0
  370,20241009,    2,  140,    0,    0
  370,20241009,    3,  140,    0,    0
  370,20241009,    4,  135,    0,    0
  370,20241009,    5,  143,    0,    0
  370,20241009,    6,  144,    0,    0
  370,20241009,    7,  143,    0,    0
  370,20241009,    8,  147,    0,    0
  370,20241009,    9,  154,    0,    0
  370,20241009,   10,  160,    0,    0
  370,20241009,   11,  161,    0,    0
  370,20241009,   12,  148,    3,    1
  370,20241009,   13,  145,   10,    7
  370,20241009,   14,  143,   10,    7
  370,20241009,   15,  138,   10,   23
  370,20241009,   16,  135,   10,   28
  370,20241009,   17,  131,   10,   21
  370,20241009,   18,  130,   10,   22
  370,20241009,   19,  129,   10,   24
  370,20241009,   20,  129,   10,   31
  370,20241009,   21,  130,   10,   17
  370,20241009,   22,  126,   10,   20
  370,20241009,   23,  125,   10,   16
  370,20241009,   24,  125,   10,    6
  370,20241010,    1,  129,    8,    1
  370,20241010,    2,  130,    0,   -1
  370,20241010,    3,  130,    4,    1
  370,20241010,    4,  131,    0,    0
  370,20241010,    5,  128,    0,    0
  370,20241010,    6,  129,    8,   40
  370,20241010,    7,  129,    0,   -1
  370,20241010,    8,  136,    0,    0
  370,20241010,    9,  140,    0,   -1
  370,20241010,   10,  140,    0,    0
  370,20241010,   11,  144,    3,    2
  370,20241010,   12,  146,    0,    0
  370,20241010,   13,  142,    0,    0
  370,20241010,   14,  134,    0,    0
  370,20241010,   15,  132,    0,    0
  370,20241010,   16,  127,    0,    0
  370,20241010,   17,  113,    0,   -1
  370,20241010,   18,  104,    0,   -1
  370,20241010,   19,  105,    0,    0
  370,20241010,   20,  101,    0,    0
  370,20241010,   21,   97,    0,    0
  370,20241010,   22,   94,    0,    0
  370,20241010,   23,   92,    0,    0
  370,20241010,   24,   80,    0,   -1
  370,20241011,    1,   80,    0,    0
  370,20241011,    2,   72,    0,   -1
  370,20241011,    3,   60,    0,    0
  370,20241011,    4,   63,    0,    0
  370,20241011,    5,   60,    0,    0
  370,20241011,    6,   48,    0,    0
  370,20241011,    7,   71,    0,    0
  370,20241011,    8,   94,    0,    0
  370,20241011,    9,  107,    0,    0
  370,20241011,   10,  121,    0,    0
  370,20241011,   11,  119,    0,    0
  370,20241011,   12,  124,    0,    0
  370,20241011,   13,  135,    0,    0
  370,20241011,   14,  122,    0,    0
  370,20241011,   15,  118,    0,    0
  370,20241011,   16,  115,    0,    0
  370,20241011,   17,   86,    0,    0
  370,20241011,   18,   62,    0,    0
  370,20241011,   19,   56,    0,    0
  370,20241011,   20,   49,    0,    0
  370,20241011,   21,   44,    0,    0
  370,20241011,   22,   42,    0,    0
  370,20241011,   23,   29,    0,    0
  370,20241011,   24,   39,    0,    0
  370,20241012,    1,   40,    0,    0
  370,20241012,    2,   49,    0,    0
  370,20241012,    3,   47,    0,    0
  370,20241012,    4,   50,    0,    0
  370,20241012,    5,   53,    0,    0
  370,20241012,    6,   54,    0,    0
  370,20241012,    7,   59,    0,    0
  370,20241012,    8,   68,    0,    0
  370,20241012,    9,   81,    0,    0
  370,20241012,   10,  100,    0,    0
  370,20241012,   11,  108,    0,    0
  370,20241012,   12,  121,    0,    0
  370,20241012,   13,  121,    0,    0
  370,20241012,   14,  126,    0,    0
  370,20241012,   15,  127,    0,    0
  370,20241012,   16,  124,    0,    0
  370,20241012,   17,  119,    0,   -1
  370,20241012,   18,  117,    0,    0
  370,20241012,   19,  118,    0,    0
  370,20241012,   20,  117,    0,    0
  370,20241012,   21,  117,    0,    0
  370,20241012,   22,  114,    3,    2
  370,20241012,   23,  112,    5,   14
  370,20241012,   24,  102,    2,    3
  370,20241013,    1,   96,    0,    0
  370,20241013,    2,   86,    0,    0
  370,20241013,    3,   85,    0,    0
  370,20241013,    4,   87,    0,    0
  370,20241013,    5,   91,    0,    0
  370,20241013,    6,   89,    0,    0
  370,20241013,    7,   94,    0,    0
  370,20241013,    8,  100,    0,    0
  370,20241013,    9,  104,    0,    0
  370,20241013,   10,  114,    0,    0
  370,20241013,   11,  123,    0,    0
  370,20241013,   12,  120,    0,    0
  370,20241013,   13,  119,    0,    0
  370,20241013,   14,  116,    0,    0
  370,20241013,   15,  117,    0,    0
  370,20241013,   16,  107,    0,    0
  370,20241013,   17,   93,    0,    0
  370,20241013,   18,   61,    0,    0
  370,20241013,   19,   56,    0,    0
  370,20241013,   20,   52,    0,    0
  370,20241013,   21,   49,    0,    0
  370,20241013,   22,   48,    0,    0
  370,20241013,   23,   53,    0,    0
  370,20241013,   24,   57,    0,    0
  370,20241014,    1,   60,    0,    0
  370,20241014,    2,   60,    0,    0
  370,20241014,    3,   55,    0,    0
  370,20241014,    4,   60,    0,    0
  370,20241014,    5,   64,    0,    0
  370,20241014,    6,   60,    0,    0
  370,20241014,    7,   74,    0,    0
  370,20241014,    8,   78,    0,    0
  370,20241014,    9,   78,    7,    4
  370,20241014,   10,   84,    9,    2
  370,20241014,   11,   86,   10,    9
  370,20241014,   12,   86,   10,    7
  370,20241014,   13,   77,   10,   23
  370,20241014,   14,   90,    3,    5
  370,20241014,   15,   94,    0,    0
  370,20241014,   16,   92,    0,    0
  370,20241014,   17,   71,    0,    0
  370,20241014,   18,   59,    0,    0
  370,20241014,   19,   41,    0,    0
  370,20241014,   20,   37,    0,    0
  370,20241014,   21,   33,    0,    0
  370,20241014,   22,   33,    0,    0
  370,20241014,   23,   18,    0,    0
  370,20241014,   24,   50,    0,    0
  370,20241015,    1,   54,    0,    0
  370,20241015,    2,   42,    0,    0
  370,20241015,    3,   56,    0,    0
  370,20241015,    4,   57,    0,    0
  370,20241015,    5,   58,    0,    0
  370,20241015,    6,   59,    0,    0
  370,20241015,    7,   66,    0,    0
  370,20241015,    8,   74,    0,    0
  370,20241015,    9,   87,    0,    0
  370,20241015,   10,  102,    0,    0
  370,20241015,   11,  114,    0,    0
  370,20241015,   12,  129,    0,    0
  370,20241015,   13,  140,    0,    0
  370,20241015,   14,  145,    0,    0
  370,20241015,   15,  139,    0,    0
  370,20241015,   16,  132,    0,    0
  370,20241015,   17,  120,    0,    0
  370,20241015,   18,  114,    0,    0
  370,20241015,   19,  115,    0,    0
  370,20241015,   20,  113,    0,    0
  370,20241015,   21,  114,    0,    0
  370,20241015,   22,  115,    0,    0
  370,20241015,   23,  119,    0,    0
  370,20241015,   24,  123,    0,    0
  370,20241016,    1,  123,    0,    0
  370,20241016,    2,  125,    0,    0
  370,20241016,    3,  126,    0,    0
  370,20241016,    4,  127,    0,    0
  370,20241016,    5,  132,    0,    0
  370,20241016,    6,  136,    0,    0
  370,20241016,    7,  141,    0,    0
  370,20241016,    8,  153,    0,    0
  370,20241016,    9,  169,    0,    0
  370,20241016,   10,  182,    0,    0
  370,20241016,   11,  184,    0,    0
  370,20241016,   12,  186,    0,    0
  370,20241016,   13,  194,    0,    0
  370,20241016,   14,  201,    0,    0
  370,20241016,   15,  204,    0,    0
  370,20241016,   16,  192,    0,    0
  370,20241016,   17,  188,    0,    0
  370,20241016,   18,  181,    0,    0
  370,20241016,   19,  173,    0,    0
  370,20241016,   20,  168,    0,    0
